a : -56.0000, 0 -> 2
b : -940.0000, 0 -> 0
c : -412.0000, 0 -> 1
d : -676.0000, 0 -> 1
a : -121.0000, 1 -> 3
b : -940.0000, 1 -> 1
c : 329.0000, 1 -> 2
d : -619.0000, 1 -> 3
a : 72.0000, 2 -> 1
b : 348.0000, 2 -> 2
c : 342.0000, 2 -> 2
d : -364.0000, 2 -> 0
a : -55.0000, 3 -> 0
b : 105.0000, 3 -> 3
c : -76.0000, 3 -> 0
d : -171.0000, 3 -> 0
d : -993.0000, 0 -> 3
b : 769.0000, 0 -> 2
d : 962.0000, 1 -> 0
d : -339.0000, 1 -> 3
d : -657.0000, 2 -> 3
d : 654.0000, 2 -> 2
c : 579.0000, 3 -> 2
d : 383.0000, 3 -> 0
