a : -832.0000, 0 -> 1
b : -571.0000, 0 -> 0
c : 987.0000, 0 -> 0
d : 26.0000, 0 -> 6
a : 31.0000, 1 -> 5
b : 165.0000, 1 -> 1
c : -17.0000, 1 -> 1
d : 743.0000, 1 -> 6
a : 302.0000, 2 -> 6
b : -362.0000, 2 -> 6
c : 716.0000, 2 -> 3
d : 867.0000, 2 -> 0
a : 470.0000, 3 -> 0
b : -21.0000, 3 -> 0
c : 986.0000, 3 -> 5
d : 240.0000, 3 -> 5
a : 799.0000, 4 -> 0
b : 520.0000, 4 -> 3
c : 521.0000, 4 -> 0
d : -565.0000, 4 -> 5
a : 959.0000, 5 -> 2
b : 211.0000, 5 -> 1
c : 513.0000, 5 -> 5
d : -958.0000, 5 -> 7
a : -679.0000, 6 -> 6
b : -981.0000, 6 -> 1
c : -921.0000, 6 -> 3
d : 24.0000, 6 -> 2
a : 91.0000, 7 -> 6
b : -943.0000, 7 -> 6
c : -1.0000, 7 -> 6
d : -914.0000, 7 -> 0
b : 112.0000, 0 -> 7
d : -972.0000, 0 -> 0
d : 883.0000, 1 -> 6
b : -742.0000, 1 -> 1
d : -835.0000, 2 -> 2
a : 975.0000, 2 -> 5
a : -838.0000, 3 -> 4
a : -57.0000, 3 -> 6
c : 636.0000, 4 -> 7
b : -853.0000, 4 -> 1
c : 204.0000, 5 -> 7
b : -229.0000, 5 -> 7
a : 154.0000, 6 -> 5
d : -746.0000, 6 -> 5
a : -371.0000, 7 -> 7
b : -794.0000, 7 -> 5
