a : 257.0000, 0 -> 4
b : -656.0000, 0 -> 1
a : 557.0000, 1 -> 1
b : 72.0000, 1 -> 0
a : -738.0000, 2 -> 7
b : 423.0000, 2 -> 6
a : -660.0000, 3 -> 0
b : -393.0000, 3 -> 0
a : -50.0000, 4 -> 2
b : 578.0000, 4 -> 5
a : 375.0000, 5 -> 5
b : -768.0000, 5 -> 1
a : -851.0000, 6 -> 3
b : 109.0000, 6 -> 6
a : -283.0000, 7 -> 6
b : -103.0000, 7 -> 0
b : -754.0000, 0 -> 6
a : 773.0000, 1 -> 1
a : -834.0000, 2 -> 4
b : 406.0000, 3 -> 1
b : 815.0000, 4 -> 7
a : -817.0000, 5 -> 7
b : 741.0000, 6 -> 5
a : 534.0000, 7 -> 7
