a : -855.0000, 0 -> 0
b : -79.0000, 0 -> 0
a : -218.0000, 1 -> 5
b : 85.0000, 1 -> 1
a : 812.0000, 2 -> 2
b : -399.0000, 2 -> 7
a : -85.0000, 3 -> 7
b : -416.0000, 3 -> 3
a : 581.0000, 4 -> 2
b : -643.0000, 4 -> 7
a : 297.0000, 5 -> 6
b : -327.0000, 5 -> 5
a : -929.0000, 6 -> 6
b : -830.0000, 6 -> 5
a : -683.0000, 7 -> 6
b : 898.0000, 7 -> 5
b : -432.0000, 0 -> 2
a : 191.0000, 1 -> 7
b : 913.0000, 2 -> 7
a : -62.0000, 3 -> 4
b : 741.0000, 4 -> 6
a : -473.0000, 5 -> 6
a : -961.0000, 6 -> 5
b : 561.0000, 7 -> 6
a : -35.0000, 2 -> 3
b : 603.0000, 3 -> 1
