a : -136.0000, 0 -> 1
b : -982.0000, 0 -> 0
a : 386.0000, 1 -> 6
b : -17.0000, 1 -> 0
a : -333.0000, 2 -> 3
b : 922.0000, 2 -> 5
a : 911.0000, 3 -> 5
b : -789.0000, 3 -> 0
a : -667.0000, 4 -> 5
b : -967.0000, 4 -> 5
a : 406.0000, 5 -> 4
b : 890.0000, 5 -> 7
a : 13.0000, 6 -> 7
b : 670.0000, 6 -> 7
a : -359.0000, 7 -> 1
b : 167.0000, 7 -> 5
a : 945.0000, 0 -> 3
a : 770.0000, 1 -> 5
a : -573.0000, 2 -> 7
b : 995.0000, 3 -> 3
b : 476.0000, 4 -> 0
b : -242.0000, 5 -> 0
b : 914.0000, 6 -> 2
a : 787.0000, 7 -> 5
