a : -533.0000, 0 -> 1
b : -774.0000, 0 -> 0
c : 264.0000, 0 -> 3
d : 411.0000, 0 -> 4
a : 428.0000, 1 -> 0
b : 330.0000, 1 -> 0
c : -570.0000, 1 -> 7
d : 172.0000, 1 -> 6
a : -121.0000, 2 -> 3
b : 496.0000, 2 -> 4
c : -96.0000, 2 -> 6
d : 974.0000, 2 -> 5
a : 216.0000, 3 -> 3
b : -590.0000, 3 -> 4
c : 249.0000, 3 -> 4
d : -702.0000, 3 -> 1
a : 7.0000, 4 -> 1
b : 425.0000, 4 -> 1
c : 926.0000, 4 -> 7
d : 270.0000, 4 -> 6
a : -467.0000, 5 -> 6
b : 321.0000, 5 -> 7
c : 877.0000, 5 -> 5
d : 731.0000, 5 -> 1
a : -107.0000, 6 -> 0
b : 737.0000, 6 -> 6
c : -415.0000, 6 -> 7
d : -781.0000, 6 -> 3
a : 442.0000, 7 -> 3
b : 483.0000, 7 -> 6
c : 81.0000, 7 -> 7
d : 275.0000, 7 -> 4
c : 66.0000, 0 -> 3
a : 0.0000, 0 -> 6
a : -583.0000, 1 -> 2
c : -936.0000, 1 -> 0
c : 923.0000, 2 -> 5
b : 286.0000, 2 -> 7
a : 66.0000, 3 -> 7
a : 656.0000, 3 -> 6
d : 637.0000, 4 -> 1
c : 87.0000, 4 -> 3
a : -481.0000, 5 -> 4
c : -543.0000, 5 -> 1
d : 398.0000, 6 -> 0
b : 943.0000, 6 -> 3
c : 599.0000, 7 -> 4
c : 134.0000, 7 -> 7
