a : 253.0000, 0 -> 4
b : -647.0000, 0 -> 5
a : 150.0000, 1 -> 7
b : 68.0000, 1 -> 3
a : -306.0000, 2 -> 6
b : 850.0000, 2 -> 4
a : 317.0000, 3 -> 0
b : -731.0000, 3 -> 5
a : 392.0000, 4 -> 3
b : 827.0000, 4 -> 5
a : 586.0000, 5 -> 5
b : -749.0000, 5 -> 2
a : 495.0000, 6 -> 2
b : 473.0000, 6 -> 6
a : 117.0000, 7 -> 5
b : 179.0000, 7 -> 2
a : -543.0000, 0 -> 3
a : 407.0000, 1 -> 0
a : -470.0000, 2 -> 2
a : -931.0000, 3 -> 7
a : -270.0000, 4 -> 7
b : 968.0000, 5 -> 0
b : 971.0000, 6 -> 3
a : -339.0000, 7 -> 4
b : 160.0000, 2 -> 1
