a : -199.0000, 0 -> 5
b : -856.0000, 0 -> 5
c : -858.0000, 0 -> 3
d : 225.0000, 0 -> 1
a : 416.0000, 1 -> 2
b : 789.0000, 1 -> 1
c : -655.0000, 1 -> 5
d : 428.0000, 1 -> 3
a : -817.0000, 2 -> 6
b : -624.0000, 2 -> 6
c : -395.0000, 2 -> 6
d : 717.0000, 2 -> 6
a : -727.0000, 3 -> 7
b : -968.0000, 3 -> 7
c : -34.0000, 3 -> 4
d : 314.0000, 3 -> 1
a : -692.0000, 4 -> 0
b : 267.0000, 4 -> 3
c : -502.0000, 4 -> 4
d : -381.0000, 4 -> 2
a : -86.0000, 5 -> 0
b : 903.0000, 5 -> 3
c : 931.0000, 5 -> 2
d : -875.0000, 5 -> 5
a : -86.0000, 6 -> 6
b : -462.0000, 6 -> 6
c : 811.0000, 6 -> 7
d : -130.0000, 6 -> 1
a : -327.0000, 7 -> 7
b : 950.0000, 7 -> 1
c : 900.0000, 7 -> 7
d : -433.0000, 7 -> 4
c : -268.0000, 0 -> 5
a : -682.0000, 0 -> 2
b : 889.0000, 1 -> 2
a : 53.0000, 1 -> 0
b : -658.0000, 2 -> 7
b : -108.0000, 2 -> 5
b : -467.0000, 3 -> 0
b : -519.0000, 3 -> 5
b : -441.0000, 4 -> 4
b : 258.0000, 4 -> 7
d : -315.0000, 5 -> 2
d : -213.0000, 5 -> 0
a : 253.0000, 6 -> 5
d : -298.0000, 6 -> 7
a : -809.0000, 7 -> 5
c : -944.0000, 7 -> 1
