a : 775.0000, 0 -> 4
b : -720.0000, 0 -> 5
c : 581.0000, 0 -> 2
d : -689.0000, 0 -> 7
a : 716.0000, 1 -> 5
b : -117.0000, 1 -> 4
c : 901.0000, 1 -> 5
d : -881.0000, 1 -> 0
a : 880.0000, 2 -> 0
b : 413.0000, 2 -> 7
c : 815.0000, 2 -> 4
d : 534.0000, 2 -> 0
a : 456.0000, 3 -> 5
b : 3.0000, 3 -> 1
c : 3.0000, 3 -> 0
d : -695.0000, 3 -> 7
a : 397.0000, 4 -> 5
b : -451.0000, 4 -> 0
c : -37.0000, 4 -> 2
d : -703.0000, 4 -> 2
a : 170.0000, 5 -> 7
b : -60.0000, 5 -> 2
c : -505.0000, 5 -> 1
d : 491.0000, 5 -> 3
a : -365.0000, 6 -> 7
b : 55.0000, 6 -> 1
c : -191.0000, 6 -> 0
d : 210.0000, 6 -> 1
a : -239.0000, 7 -> 2
b : 419.0000, 7 -> 2
c : 652.0000, 7 -> 7
d : 713.0000, 7 -> 5
b : 878.0000, 0 -> 1
c : 8.0000, 0 -> 6
a : -333.0000, 1 -> 7
c : -600.0000, 1 -> 7
b : 579.0000, 2 -> 0
c : -197.0000, 2 -> 4
c : 510.0000, 3 -> 5
b : 3.0000, 3 -> 0
a : -845.0000, 4 -> 5
d : -830.0000, 4 -> 0
a : -480.0000, 5 -> 0
b : -722.0000, 5 -> 5
c : -235.0000, 6 -> 5
c : -195.0000, 6 -> 0
d : 278.0000, 7 -> 5
a : -226.0000, 7 -> 4
