a : -156.0000, 0 -> 6
b : 28.0000, 0 -> 5
a : 511.0000, 1 -> 1
b : -983.0000, 1 -> 1
a : -394.0000, 2 -> 1
b : -957.0000, 2 -> 6
a : -37.0000, 3 -> 4
b : 827.0000, 3 -> 6
a : -689.0000, 4 -> 1
b : -231.0000, 4 -> 6
a : 107.0000, 5 -> 0
b : -385.0000, 5 -> 0
a : 211.0000, 6 -> 6
b : 53.0000, 6 -> 4
a : -374.0000, 7 -> 3
b : 209.0000, 7 -> 2
a : 850.0000, 0 -> 6
a : -369.0000, 1 -> 2
a : -182.0000, 2 -> 6
a : 122.0000, 3 -> 7
a : -206.0000, 4 -> 5
a : -394.0000, 5 -> 0
a : -51.0000, 6 -> 3
b : 620.0000, 7 -> 1
