a : -663.0000, 0 -> 0
b : -57.0000, 0 -> 2
a : -397.0000, 1 -> 1
b : -34.0000, 1 -> 1
a : 396.0000, 2 -> 3
b : -403.0000, 2 -> 3
a : 758.0000, 3 -> 5
b : 401.0000, 3 -> 2
a : -799.0000, 4 -> 0
b : -506.0000, 4 -> 1
a : -657.0000, 5 -> 5
b : 473.0000, 5 -> 4
a : 983.0000, 6 -> 3
b : 551.0000, 6 -> 5
a : -774.0000, 7 -> 0
b : 631.0000, 7 -> 6
b : 845.0000, 0 -> 7
b : 749.0000, 1 -> 4
b : 604.0000, 2 -> 2
b : 663.0000, 3 -> 6
b : 792.0000, 4 -> 2
b : 248.0000, 5 -> 6
a : -339.0000, 6 -> 4
b : 448.0000, 7 -> 7
