a : -371.0000, 0 -> 4
b : 570.0000, 0 -> 3
a : -9.0000, 1 -> 1
b : -80.0000, 1 -> 0
a : -765.0000, 2 -> 1
b : -386.0000, 2 -> 4
a : 586.0000, 3 -> 0
b : -376.0000, 3 -> 5
a : 107.0000, 4 -> 4
b : -805.0000, 4 -> 4
a : 380.0000, 5 -> 7
b : -944.0000, 5 -> 0
a : 70.0000, 6 -> 0
b : -666.0000, 6 -> 6
a : 301.0000, 7 -> 6
b : 961.0000, 7 -> 2
a : 13.0000, 0 -> 4
a : 454.0000, 1 -> 0
a : -719.0000, 2 -> 0
b : 172.0000, 3 -> 5
b : 414.0000, 4 -> 7
b : -736.0000, 5 -> 4
b : 253.0000, 6 -> 3
b : 952.0000, 7 -> 0
