a : -786.0000, 0 -> 3
b : 215.0000, 0 -> 0
c : 747.0000, 0 -> 7
d : 354.0000, 0 -> 4
a : 624.0000, 1 -> 5
b : 382.0000, 1 -> 2
c : -57.0000, 1 -> 1
d : 108.0000, 1 -> 5
a : 372.0000, 2 -> 7
b : -332.0000, 2 -> 1
c : 971.0000, 2 -> 5
d : -812.0000, 2 -> 4
a : 206.0000, 3 -> 2
b : -545.0000, 3 -> 2
c : -919.0000, 3 -> 4
d : -236.0000, 3 -> 0
a : 92.0000, 4 -> 7
b : -245.0000, 4 -> 6
c : -444.0000, 4 -> 2
d : 541.0000, 4 -> 1
a : -131.0000, 5 -> 4
b : -825.0000, 5 -> 3
c : 214.0000, 5 -> 0
d : 655.0000, 5 -> 3
a : -157.0000, 6 -> 2
b : -921.0000, 6 -> 0
c : -687.0000, 6 -> 4
d : 376.0000, 6 -> 3
a : 34.0000, 7 -> 2
b : -437.0000, 7 -> 4
c : 328.0000, 7 -> 1
d : -209.0000, 7 -> 5
c : 63.0000, 0 -> 1
d : 914.0000, 0 -> 2
c : 83.0000, 1 -> 1
a : -726.0000, 1 -> 7
b : 161.0000, 2 -> 2
b : 735.0000, 2 -> 2
b : -818.0000, 3 -> 1
c : 884.0000, 3 -> 7
d : 606.0000, 4 -> 1
a : 125.0000, 4 -> 0
a : -654.0000, 5 -> 2
a : 984.0000, 5 -> 7
c : 721.0000, 6 -> 7
d : 511.0000, 6 -> 5
c : -949.0000, 7 -> 2
b : -968.0000, 7 -> 5
