a : -464.0000, 0 -> 5
b : 215.0000, 0 -> 2
c : -55.0000, 0 -> 5
d : 405.0000, 0 -> 6
a : 824.0000, 1 -> 2
b : 948.0000, 1 -> 4
c : 853.0000, 1 -> 7
d : -27.0000, 1 -> 1
a : 990.0000, 2 -> 1
b : -885.0000, 2 -> 4
c : -127.0000, 2 -> 2
d : 366.0000, 2 -> 2
a : -430.0000, 3 -> 3
b : 901.0000, 3 -> 5
c : 875.0000, 3 -> 0
d : 837.0000, 3 -> 3
a : 93.0000, 4 -> 0
b : -710.0000, 4 -> 1
c : 682.0000, 4 -> 7
d : -160.0000, 4 -> 3
a : -28.0000, 5 -> 1
b : -466.0000, 5 -> 2
c : -465.0000, 5 -> 1
d : -320.0000, 5 -> 3
a : -258.0000, 6 -> 2
b : 952.0000, 6 -> 0
c : -275.0000, 6 -> 6
d : -312.0000, 6 -> 0
a : -39.0000, 7 -> 1
b : -109.0000, 7 -> 4
c : 141.0000, 7 -> 5
d : 956.0000, 7 -> 5
d : -734.0000, 0 -> 6
a : 818.0000, 0 -> 6
a : 715.0000, 1 -> 1
b : -795.0000, 1 -> 5
d : -689.0000, 2 -> 3
a : -609.0000, 2 -> 5
d : 899.0000, 3 -> 4
d : 644.0000, 3 -> 6
a : -721.0000, 4 -> 0
c : -518.0000, 4 -> 4
d : -347.0000, 5 -> 5
a : -722.0000, 5 -> 5
a : 286.0000, 6 -> 1
c : -395.0000, 6 -> 6
b : -104.0000, 7 -> 2
d : 378.0000, 7 -> 2
