a : 147.0000, 0 -> 3
b : -731.0000, 0 -> 4
a : -186.0000, 1 -> 6
b : 236.0000, 1 -> 7
a : -31.0000, 2 -> 3
b : 546.0000, 2 -> 0
a : 473.0000, 3 -> 1
b : -477.0000, 3 -> 3
a : -338.0000, 4 -> 2
b : -83.0000, 4 -> 2
a : 388.0000, 5 -> 6
b : 703.0000, 5 -> 6
a : 777.0000, 6 -> 7
b : 401.0000, 6 -> 7
a : 6.0000, 7 -> 6
b : -116.0000, 7 -> 4
b : 99.0000, 0 -> 2
a : 170.0000, 1 -> 2
a : -949.0000, 2 -> 0
b : 30.0000, 3 -> 1
b : 931.0000, 4 -> 0
a : -728.0000, 5 -> 0
a : 973.0000, 6 -> 3
a : 603.0000, 7 -> 0
b : 229.0000, 2 -> 5
