a : -141.0000, 0 -> 0
b : 97.0000, 0 -> 5
a : 861.0000, 1 -> 2
b : -323.0000, 1 -> 7
a : 370.0000, 2 -> 3
b : 802.0000, 2 -> 1
a : 215.0000, 3 -> 7
b : -48.0000, 3 -> 0
a : -168.0000, 4 -> 5
b : 608.0000, 4 -> 5
a : 989.0000, 5 -> 6
b : 376.0000, 5 -> 3
a : -622.0000, 6 -> 2
b : 775.0000, 6 -> 7
a : 330.0000, 7 -> 6
b : 632.0000, 7 -> 4
a : 694.0000, 0 -> 7
b : -800.0000, 1 -> 2
b : 353.0000, 2 -> 3
a : -894.0000, 3 -> 7
a : -80.0000, 4 -> 1
b : 148.0000, 5 -> 3
b : 893.0000, 6 -> 1
b : -352.0000, 7 -> 6
