a : 22.0000, 0 -> 6
b : -205.0000, 0 -> 2
a : 794.0000, 1 -> 0
b : 390.0000, 1 -> 5
a : -570.0000, 2 -> 4
b : 669.0000, 2 -> 4
a : -384.0000, 3 -> 1
b : -579.0000, 3 -> 1
a : -393.0000, 4 -> 2
b : 944.0000, 4 -> 7
a : -836.0000, 5 -> 3
b : -205.0000, 5 -> 3
a : 240.0000, 6 -> 6
b : -418.0000, 6 -> 4
a : 93.0000, 7 -> 1
b : -847.0000, 7 -> 2
b : -784.0000, 0 -> 5
b : 944.0000, 1 -> 4
a : -164.0000, 2 -> 6
b : -829.0000, 3 -> 3
a : 498.0000, 4 -> 1
a : 822.0000, 5 -> 3
b : 757.0000, 6 -> 2
b : -599.0000, 7 -> 1
