a : 551.0000, 0 -> 3
b : -150.0000, 0 -> 6
a : 103.0000, 1 -> 6
b : -96.0000, 1 -> 0
a : 716.0000, 2 -> 7
b : 673.0000, 2 -> 7
a : -737.0000, 3 -> 6
b : 534.0000, 3 -> 6
a : 754.0000, 4 -> 6
b : 520.0000, 4 -> 2
a : -788.0000, 5 -> 4
b : -773.0000, 5 -> 0
a : 646.0000, 6 -> 5
b : 318.0000, 6 -> 4
a : -878.0000, 7 -> 4
b : 874.0000, 7 -> 4
b : 55.0000, 0 -> 6
a : 209.0000, 1 -> 1
a : 764.0000, 2 -> 5
a : -760.0000, 3 -> 7
b : -314.0000, 4 -> 4
b : 121.0000, 5 -> 7
a : 397.0000, 6 -> 2
b : -403.0000, 7 -> 1
