a : 386.0000, 0 -> 6
b : -79.0000, 0 -> 7
a : -92.0000, 1 -> 4
b : 313.0000, 1 -> 5
a : 170.0000, 2 -> 5
b : -265.0000, 2 -> 3
a : -830.0000, 3 -> 6
b : 364.0000, 3 -> 6
a : -473.0000, 4 -> 4
b : -878.0000, 4 -> 1
a : 849.0000, 5 -> 1
b : 541.0000, 5 -> 7
a : -623.0000, 6 -> 0
b : -595.0000, 6 -> 7
a : 428.0000, 7 -> 3
b : 243.0000, 7 -> 4
a : -950.0000, 0 -> 5
a : -716.0000, 1 -> 7
a : -265.0000, 2 -> 3
b : 235.0000, 3 -> 1
a : 117.0000, 4 -> 6
a : 448.0000, 5 -> 6
a : 56.0000, 6 -> 3
b : -612.0000, 7 -> 1
a : 713.0000, 6 -> 2
