a : 528.0000, 0 -> 7
b : 758.0000, 0 -> 5
a : 187.0000, 1 -> 1
b : -483.0000, 1 -> 2
a : -768.0000, 2 -> 4
b : -646.0000, 2 -> 5
a : 884.0000, 3 -> 1
b : 592.0000, 3 -> 4
a : -751.0000, 4 -> 7
b : 469.0000, 4 -> 7
a : 973.0000, 5 -> 4
b : -59.0000, 5 -> 4
a : -943.0000, 6 -> 5
b : 1000.0000, 6 -> 5
a : -912.0000, 7 -> 1
b : 308.0000, 7 -> 4
a : 386.0000, 0 -> 6
b : 604.0000, 1 -> 6
a : 870.0000, 2 -> 7
a : -354.0000, 3 -> 6
b : 911.0000, 4 -> 7
a : -944.0000, 5 -> 2
a : -797.0000, 6 -> 2
a : -812.0000, 7 -> 1
a : 996.0000, 0 -> 3
