a : -811.0000, 0 -> 0
b : 62.0000, 0 -> 0
a : 245.0000, 1 -> 1
b : 288.0000, 1 -> 7
a : -688.0000, 2 -> 3
b : -221.0000, 2 -> 6
a : 169.0000, 3 -> 3
b : -256.0000, 3 -> 0
a : -737.0000, 4 -> 4
b : -99.0000, 4 -> 4
a : 164.0000, 5 -> 2
b : -485.0000, 5 -> 0
a : -977.0000, 6 -> 3
b : -266.0000, 6 -> 4
a : -450.0000, 7 -> 6
b : 164.0000, 7 -> 0
a : 518.0000, 0 -> 4
a : 982.0000, 1 -> 6
b : 748.0000, 2 -> 3
a : 235.0000, 3 -> 0
a : -307.0000, 4 -> 2
a : 164.0000, 5 -> 1
b : -358.0000, 6 -> 4
a : 26.0000, 7 -> 4
b : 711.0000, 2 -> 7
a : -492.0000, 2 -> 1
b : -324.0000, 1 -> 5
