a : 497.0000, 0 -> 1
b : -727.0000, 0 -> 1
c : 199.0000, 0 -> 2
d : 350.0000, 0 -> 7
a : -269.0000, 1 -> 1
b : 393.0000, 1 -> 1
c : -564.0000, 1 -> 2
d : 776.0000, 1 -> 3
a : 483.0000, 2 -> 6
b : 598.0000, 2 -> 7
c : 183.0000, 2 -> 2
d : -794.0000, 2 -> 2
a : -761.0000, 3 -> 7
b : -597.0000, 3 -> 0
c : 926.0000, 3 -> 6
d : -426.0000, 3 -> 2
a : -181.0000, 4 -> 7
b : 508.0000, 4 -> 0
c : 235.0000, 4 -> 1
d : -671.0000, 4 -> 2
a : -340.0000, 5 -> 4
b : -528.0000, 5 -> 2
c : -294.0000, 5 -> 0
d : -379.0000, 5 -> 7
a : -484.0000, 6 -> 7
b : 670.0000, 6 -> 6
c : 403.0000, 6 -> 7
d : 876.0000, 6 -> 1
a : -840.0000, 7 -> 5
b : -481.0000, 7 -> 2
c : -67.0000, 7 -> 3
d : 362.0000, 7 -> 0
c : -601.0000, 0 -> 6
b : -812.0000, 0 -> 0
c : 110.0000, 1 -> 7
d : -361.0000, 1 -> 7
b : -903.0000, 2 -> 6
a : 633.0000, 2 -> 5
a : 838.0000, 3 -> 5
b : -82.0000, 3 -> 5
a : -523.0000, 4 -> 3
c : -731.0000, 4 -> 5
b : -629.0000, 5 -> 1
c : 180.0000, 5 -> 0
d : 251.0000, 6 -> 2
d : -33.0000, 6 -> 2
b : -603.0000, 7 -> 0
a : -461.0000, 7 -> 3
