a : 781.0000, 0 -> 2
b : 635.0000, 0 -> 0
c : 366.0000, 0 -> 1
d : 298.0000, 0 -> 0
a : 757.0000, 1 -> 1
b : 112.0000, 1 -> 3
c : -597.0000, 1 -> 6
d : -666.0000, 1 -> 4
a : -393.0000, 2 -> 4
b : -537.0000, 2 -> 4
c : 800.0000, 2 -> 1
d : 341.0000, 2 -> 2
a : -41.0000, 3 -> 4
b : 97.0000, 3 -> 4
c : -789.0000, 3 -> 2
d : -958.0000, 3 -> 3
a : 250.0000, 4 -> 2
b : 899.0000, 4 -> 4
c : -722.0000, 4 -> 0
d : -226.0000, 4 -> 6
a : -349.0000, 5 -> 0
b : 647.0000, 5 -> 2
c : 620.0000, 5 -> 6
d : 769.0000, 5 -> 5
a : 40.0000, 6 -> 2
b : -431.0000, 6 -> 3
c : -557.0000, 6 -> 1
d : 959.0000, 6 -> 4
a : -865.0000, 7 -> 4
b : 179.0000, 7 -> 7
c : -499.0000, 7 -> 5
d : -478.0000, 7 -> 1
c : 943.0000, 0 -> 1
c : -132.0000, 0 -> 6
a : -168.0000, 1 -> 1
d : 755.0000, 1 -> 6
d : -775.0000, 2 -> 6
c : -450.0000, 2 -> 6
b : 157.0000, 3 -> 2
c : 985.0000, 3 -> 0
d : -648.0000, 4 -> 2
c : 649.0000, 4 -> 1
a : 304.0000, 5 -> 7
d : 238.0000, 5 -> 0
d : -264.0000, 6 -> 2
d : -66.0000, 6 -> 0
d : -873.0000, 7 -> 1
b : -565.0000, 7 -> 2
b : -67.0000, 4 -> 5
