a : 648.0000, 0 -> 3
b : 896.0000, 0 -> 1
a : 440.0000, 1 -> 7
b : -247.0000, 1 -> 0
a : -561.0000, 2 -> 7
b : 249.0000, 2 -> 4
a : 664.0000, 3 -> 1
b : -493.0000, 3 -> 6
a : -609.0000, 4 -> 2
b : 46.0000, 4 -> 3
a : -1.0000, 5 -> 2
b : 767.0000, 5 -> 2
a : 13.0000, 6 -> 5
b : 87.0000, 6 -> 7
a : -870.0000, 7 -> 1
b : -138.0000, 7 -> 2
a : -698.0000, 0 -> 0
b : -763.0000, 1 -> 3
a : 520.0000, 2 -> 1
b : -561.0000, 3 -> 4
b : -747.0000, 4 -> 6
b : 958.0000, 5 -> 0
a : -941.0000, 6 -> 4
a : 20.0000, 7 -> 0
