a : -593.0000, 0 -> 0
b : -546.0000, 0 -> 0
a : -277.0000, 1 -> 4
b : 639.0000, 1 -> 4
a : 786.0000, 2 -> 3
b : 126.0000, 2 -> 2
a : -13.0000, 3 -> 3
b : -461.0000, 3 -> 7
a : -252.0000, 4 -> 1
b : 194.0000, 4 -> 5
a : 575.0000, 5 -> 7
b : -408.0000, 5 -> 6
a : -763.0000, 6 -> 6
b : -652.0000, 6 -> 7
a : 703.0000, 7 -> 2
b : -111.0000, 7 -> 0
b : -628.0000, 0 -> 7
a : -715.0000, 1 -> 5
b : 578.0000, 2 -> 1
a : 500.0000, 3 -> 4
b : -968.0000, 4 -> 0
b : -103.0000, 5 -> 0
b : -652.0000, 6 -> 1
b : -860.0000, 7 -> 3
