a : 279.0000, 0 -> 3
b : 534.0000, 0 -> 0
c : -760.0000, 0 -> 1
d : -361.0000, 0 -> 3
a : 125.0000, 1 -> 2
b : -365.0000, 1 -> 0
c : -914.0000, 1 -> 2
d : 791.0000, 1 -> 0
a : -25.0000, 2 -> 0
b : 403.0000, 2 -> 1
c : 320.0000, 2 -> 2
d : -718.0000, 2 -> 3
a : 905.0000, 3 -> 3
b : 97.0000, 3 -> 2
c : 910.0000, 3 -> 1
d : 936.0000, 3 -> 0
a : 767.0000, 0 -> 1
a : -544.0000, 0 -> 0
b : -950.0000, 1 -> 2
a : 732.0000, 1 -> 1
d : -728.0000, 2 -> 0
d : -910.0000, 2 -> 0
a : 872.0000, 3 -> 3
d : -7.0000, 3 -> 2
