a : 766.0000, 0 -> 0
b : -137.0000, 0 -> 1
c : 726.0000, 0 -> 1
d : -267.0000, 0 -> 2
a : 468.0000, 1 -> 2
b : -699.0000, 1 -> 3
c : 144.0000, 1 -> 1
d : -361.0000, 1 -> 1
a : 767.0000, 2 -> 2
b : -737.0000, 2 -> 3
c : 311.0000, 2 -> 0
d : -551.0000, 2 -> 0
a : 805.0000, 3 -> 2
b : 146.0000, 3 -> 1
c : -869.0000, 3 -> 0
d : -206.0000, 3 -> 0
b : 380.0000, 0 -> 1
a : -3.0000, 0 -> 0
b : -880.0000, 1 -> 0
d : -261.0000, 1 -> 2
d : 517.0000, 2 -> 0
a : 275.0000, 2 -> 2
b : -862.0000, 3 -> 2
a : -17.0000, 3 -> 1
