a : -387.0000, 0 -> 6
b : -384.0000, 0 -> 2
a : -178.0000, 1 -> 4
b : 693.0000, 1 -> 4
a : -352.0000, 2 -> 7
b : 974.0000, 2 -> 3
a : 373.0000, 3 -> 1
b : -931.0000, 3 -> 7
a : 109.0000, 4 -> 5
b : 883.0000, 4 -> 0
a : -130.0000, 5 -> 3
b : -102.0000, 5 -> 2
a : -566.0000, 6 -> 5
b : -66.0000, 6 -> 7
a : -701.0000, 7 -> 7
b : -858.0000, 7 -> 3
a : 678.0000, 0 -> 7
b : -762.0000, 1 -> 2
b : 991.0000, 2 -> 3
b : 331.0000, 3 -> 7
b : -941.0000, 4 -> 7
a : -163.0000, 5 -> 1
b : 679.0000, 6 -> 2
a : -937.0000, 7 -> 7
