a : 666.0000, 0 -> 4
b : -315.0000, 0 -> 2
a : -187.0000, 1 -> 7
b : 758.0000, 1 -> 4
a : 985.0000, 2 -> 6
b : -813.0000, 2 -> 3
a : 466.0000, 3 -> 1
b : -778.0000, 3 -> 5
a : -879.0000, 4 -> 0
b : -819.0000, 4 -> 1
a : -305.0000, 5 -> 6
b : 975.0000, 5 -> 3
a : -702.0000, 6 -> 6
b : 148.0000, 6 -> 1
a : -886.0000, 7 -> 5
b : -945.0000, 7 -> 7
b : 532.0000, 0 -> 4
b : 332.0000, 1 -> 0
a : 318.0000, 2 -> 4
a : -275.0000, 3 -> 6
b : -192.0000, 4 -> 5
a : 986.0000, 5 -> 3
a : -495.0000, 6 -> 4
a : -791.0000, 7 -> 3
