a : 542.0000, 0 -> 2
b : 937.0000, 0 -> 6
c : -77.0000, 0 -> 7
d : -644.0000, 0 -> 4
a : 169.0000, 1 -> 1
b : 534.0000, 1 -> 3
c : 730.0000, 1 -> 5
d : 165.0000, 1 -> 0
a : -89.0000, 2 -> 4
b : -771.0000, 2 -> 0
c : 634.0000, 2 -> 0
d : 593.0000, 2 -> 6
a : -413.0000, 3 -> 6
b : -846.0000, 3 -> 3
c : -956.0000, 3 -> 4
d : 682.0000, 3 -> 0
a : -814.0000, 4 -> 3
b : 581.0000, 4 -> 1
c : -295.0000, 4 -> 1
d : -875.0000, 4 -> 2
a : 820.0000, 5 -> 7
b : -346.0000, 5 -> 1
c : 265.0000, 5 -> 7
d : -971.0000, 5 -> 2
a : 581.0000, 6 -> 4
b : -931.0000, 6 -> 1
c : -303.0000, 6 -> 3
d : -472.0000, 6 -> 4
a : 371.0000, 7 -> 3
b : -720.0000, 7 -> 5
c : 53.0000, 7 -> 7
d : 202.0000, 7 -> 5
d : -86.0000, 0 -> 4
a : 367.0000, 0 -> 2
c : -43.0000, 1 -> 5
b : -626.0000, 1 -> 2
d : 359.0000, 2 -> 6
b : -522.0000, 2 -> 3
b : -604.0000, 3 -> 5
b : 61.0000, 3 -> 1
c : 224.0000, 4 -> 6
d : 411.0000, 4 -> 0
b : -147.0000, 5 -> 6
a : 364.0000, 5 -> 7
b : -557.0000, 6 -> 1
c : 962.0000, 6 -> 0
a : 504.0000, 7 -> 6
d : -175.0000, 7 -> 1
