a : -208.0000, 0 -> 3
b : 552.0000, 0 -> 1
a : -107.0000, 1 -> 2
b : 35.0000, 1 -> 0
a : -152.0000, 2 -> 5
b : 262.0000, 2 -> 7
a : -475.0000, 3 -> 1
b : -962.0000, 3 -> 5
a : -300.0000, 4 -> 4
b : -462.0000, 4 -> 6
a : 465.0000, 5 -> 1
b : -371.0000, 5 -> 3
a : -513.0000, 6 -> 2
b : -822.0000, 6 -> 3
a : -190.0000, 7 -> 2
b : -962.0000, 7 -> 1
b : 719.0000, 0 -> 7
b : 599.0000, 1 -> 5
b : -77.0000, 2 -> 1
a : -143.0000, 3 -> 3
a : 618.0000, 4 -> 0
b : 620.0000, 5 -> 2
b : 592.0000, 6 -> 7
a : 546.0000, 7 -> 3
b : 566.0000, 3 -> 4
