a : 99.0000, 0 -> 6
b : -779.0000, 0 -> 1
a : -621.0000, 1 -> 2
b : 706.0000, 1 -> 3
a : 413.0000, 2 -> 5
b : 714.0000, 2 -> 1
a : -222.0000, 3 -> 3
b : 501.0000, 3 -> 3
a : -772.0000, 4 -> 7
b : -821.0000, 4 -> 0
a : -2.0000, 5 -> 1
b : 946.0000, 5 -> 4
a : 882.0000, 6 -> 6
b : 762.0000, 6 -> 0
a : 145.0000, 7 -> 0
b : 182.0000, 7 -> 2
a : -26.0000, 0 -> 6
a : -927.0000, 1 -> 5
b : -14.0000, 2 -> 3
b : -822.0000, 3 -> 7
a : 511.0000, 4 -> 3
a : 168.0000, 5 -> 0
a : -729.0000, 6 -> 5
a : 650.0000, 7 -> 7
