a : 963.0000, 0 -> 3
b : -601.0000, 0 -> 0
a : -494.0000, 1 -> 5
b : 455.0000, 1 -> 3
a : 450.0000, 2 -> 2
b : -497.0000, 2 -> 2
a : -299.0000, 3 -> 0
b : -389.0000, 3 -> 7
a : 208.0000, 4 -> 5
b : -157.0000, 4 -> 1
a : -892.0000, 5 -> 5
b : 555.0000, 5 -> 5
a : -953.0000, 6 -> 6
b : -839.0000, 6 -> 2
a : 320.0000, 7 -> 3
b : 813.0000, 7 -> 3
b : 159.0000, 0 -> 2
b : 234.0000, 1 -> 3
a : 1000.0000, 2 -> 0
a : -119.0000, 3 -> 6
a : 956.0000, 4 -> 0
b : -22.0000, 5 -> 5
b : -575.0000, 6 -> 2
b : -75.0000, 7 -> 1
b : -262.0000, 6 -> 4
