a : 842.0000, 0 -> 1
b : -725.0000, 0 -> 3
c : -126.0000, 0 -> 2
d : -588.0000, 0 -> 3
a : -935.0000, 1 -> 6
b : 393.0000, 1 -> 6
c : -453.0000, 1 -> 4
d : 493.0000, 1 -> 2
a : 762.0000, 2 -> 3
b : 764.0000, 2 -> 3
c : -691.0000, 2 -> 2
d : -769.0000, 2 -> 3
a : -812.0000, 3 -> 6
b : 296.0000, 3 -> 0
c : 35.0000, 3 -> 4
d : -91.0000, 3 -> 2
a : 355.0000, 4 -> 0
b : 277.0000, 4 -> 3
c : 610.0000, 4 -> 4
d : 864.0000, 4 -> 4
a : -137.0000, 5 -> 6
b : -904.0000, 5 -> 0
c : 222.0000, 5 -> 7
d : -829.0000, 5 -> 0
a : 937.0000, 6 -> 7
b : -698.0000, 6 -> 2
c : -26.0000, 6 -> 1
d : -529.0000, 6 -> 2
a : -883.0000, 7 -> 2
b : 468.0000, 7 -> 5
c : -336.0000, 7 -> 0
d : 800.0000, 7 -> 3
c : 18.0000, 0 -> 5
b : -149.0000, 0 -> 4
d : 433.0000, 1 -> 3
c : -512.0000, 1 -> 2
d : -266.0000, 2 -> 7
a : 377.0000, 2 -> 0
d : -225.0000, 3 -> 3
b : 829.0000, 3 -> 3
b : 452.0000, 4 -> 2
b : 745.0000, 4 -> 7
a : 569.0000, 5 -> 1
a : 960.0000, 5 -> 0
c : 17.0000, 6 -> 5
a : 599.0000, 6 -> 0
a : -764.0000, 7 -> 3
d : 482.0000, 7 -> 6
