a : -809.0000, 0 -> 0
b : 370.0000, 0 -> 3
a : 135.0000, 1 -> 1
b : 132.0000, 1 -> 0
a : 524.0000, 2 -> 2
b : 20.0000, 2 -> 5
a : 213.0000, 3 -> 2
b : 619.0000, 3 -> 6
a : -201.0000, 4 -> 2
b : 986.0000, 4 -> 3
a : 625.0000, 5 -> 6
b : -89.0000, 5 -> 7
a : -431.0000, 6 -> 6
b : 237.0000, 6 -> 4
a : 577.0000, 7 -> 6
b : 328.0000, 7 -> 5
b : 341.0000, 0 -> 0
b : -765.0000, 1 -> 3
b : 621.0000, 2 -> 1
a : -174.0000, 3 -> 2
a : 95.0000, 4 -> 3
a : -827.0000, 5 -> 7
b : 794.0000, 6 -> 3
a : -508.0000, 7 -> 0
