a : -483.0000, 0 -> 1
b : -461.0000, 0 -> 6
a : -292.0000, 1 -> 5
b : -378.0000, 1 -> 2
a : 65.0000, 2 -> 6
b : -190.0000, 2 -> 6
a : -950.0000, 3 -> 4
b : 104.0000, 3 -> 7
a : -680.0000, 4 -> 1
b : -388.0000, 4 -> 6
a : -171.0000, 5 -> 6
b : -338.0000, 5 -> 2
a : -449.0000, 6 -> 6
b : 344.0000, 6 -> 1
a : -739.0000, 7 -> 5
b : 4.0000, 7 -> 4
a : 460.0000, 0 -> 2
a : 70.0000, 1 -> 6
a : 980.0000, 2 -> 7
b : -864.0000, 3 -> 0
b : -464.0000, 4 -> 2
a : 748.0000, 5 -> 1
a : -61.0000, 6 -> 7
b : 930.0000, 7 -> 2
a : 965.0000, 0 -> 3
