a : 17.0000, 0 -> 0
b : 243.0000, 0 -> 7
a : 949.0000, 1 -> 5
b : -772.0000, 1 -> 0
a : 32.0000, 2 -> 5
b : -932.0000, 2 -> 4
a : -800.0000, 3 -> 7
b : 837.0000, 3 -> 4
a : -620.0000, 4 -> 6
b : -196.0000, 4 -> 2
a : 982.0000, 5 -> 7
b : 296.0000, 5 -> 6
a : 79.0000, 6 -> 3
b : 809.0000, 6 -> 7
a : 322.0000, 7 -> 5
b : -309.0000, 7 -> 7
b : -447.0000, 0 -> 6
b : -985.0000, 1 -> 1
b : 95.0000, 2 -> 0
a : 359.0000, 3 -> 2
a : -274.0000, 4 -> 5
a : 562.0000, 5 -> 7
a : -7.0000, 6 -> 7
b : 564.0000, 7 -> 5
b : 233.0000, 6 -> 1
