a : -583.0000, 0 -> 3
b : 424.0000, 0 -> 1
c : 206.0000, 0 -> 4
d : -369.0000, 0 -> 0
a : 211.0000, 1 -> 0
b : 702.0000, 1 -> 5
c : 680.0000, 1 -> 4
d : 125.0000, 1 -> 3
a : 859.0000, 2 -> 1
b : 381.0000, 2 -> 6
c : -649.0000, 2 -> 0
d : 204.0000, 2 -> 7
a : 394.0000, 3 -> 5
b : -71.0000, 3 -> 1
c : -744.0000, 3 -> 6
d : 538.0000, 3 -> 3
a : -446.0000, 4 -> 3
b : -25.0000, 4 -> 2
c : -363.0000, 4 -> 6
d : -48.0000, 4 -> 4
a : -635.0000, 5 -> 5
b : 261.0000, 5 -> 1
c : 158.0000, 5 -> 1
d : -301.0000, 5 -> 4
a : 582.0000, 6 -> 2
b : 312.0000, 6 -> 5
c : -879.0000, 6 -> 6
d : -535.0000, 6 -> 2
a : 270.0000, 7 -> 4
b : -648.0000, 7 -> 3
c : -911.0000, 7 -> 0
d : -609.0000, 7 -> 7
b : -221.0000, 0 -> 3
b : -19.0000, 0 -> 5
d : -150.0000, 1 -> 2
d : 392.0000, 1 -> 5
d : -758.0000, 2 -> 2
a : 843.0000, 2 -> 6
b : -125.0000, 3 -> 0
a : -574.0000, 3 -> 0
d : 61.0000, 4 -> 2
b : 953.0000, 4 -> 6
b : -33.0000, 5 -> 4
d : -438.0000, 5 -> 3
d : -569.0000, 6 -> 5
d : -741.0000, 6 -> 1
a : -819.0000, 7 -> 5
a : 281.0000, 7 -> 3
