a : -237.0000, 0 -> 2
b : -564.0000, 0 -> 3
c : -877.0000, 0 -> 0
d : -656.0000, 0 -> 1
a : 193.0000, 1 -> 1
b : -399.0000, 1 -> 0
c : 575.0000, 1 -> 2
d : 385.0000, 1 -> 1
a : 672.0000, 2 -> 6
b : -954.0000, 2 -> 4
c : -116.0000, 2 -> 1
d : -318.0000, 2 -> 0
a : -352.0000, 3 -> 2
b : -466.0000, 3 -> 3
c : -652.0000, 3 -> 0
d : -678.0000, 3 -> 3
a : -561.0000, 4 -> 0
b : 99.0000, 4 -> 6
c : 11.0000, 4 -> 1
d : 346.0000, 4 -> 4
a : 398.0000, 5 -> 0
b : -757.0000, 5 -> 0
c : -618.0000, 5 -> 0
d : -22.0000, 5 -> 5
a : 909.0000, 6 -> 0
b : -779.0000, 6 -> 7
c : -830.0000, 6 -> 5
d : -820.0000, 6 -> 6
a : 643.0000, 7 -> 6
b : -166.0000, 7 -> 6
c : -367.0000, 7 -> 2
d : -986.0000, 7 -> 4
c : -643.0000, 0 -> 1
b : 117.0000, 0 -> 1
c : 5.0000, 1 -> 3
b : 985.0000, 1 -> 3
b : 440.0000, 2 -> 6
d : -505.0000, 2 -> 4
d : -569.0000, 3 -> 7
c : 662.0000, 3 -> 5
c : 806.0000, 4 -> 1
c : 554.0000, 4 -> 7
a : -994.0000, 5 -> 5
d : -711.0000, 5 -> 6
c : 193.0000, 6 -> 6
c : 427.0000, 6 -> 1
d : 196.0000, 7 -> 6
d : 44.0000, 7 -> 3
