a : -873.0000, 0 -> 2
b : -750.0000, 0 -> 4
c : 228.0000, 0 -> 5
d : -114.0000, 0 -> 6
a : -239.0000, 1 -> 7
b : -929.0000, 1 -> 4
c : 898.0000, 1 -> 3
d : -141.0000, 1 -> 3
a : -884.0000, 2 -> 3
b : -234.0000, 2 -> 5
c : -347.0000, 2 -> 5
d : -807.0000, 2 -> 4
a : -285.0000, 3 -> 0
b : 781.0000, 3 -> 3
c : 113.0000, 3 -> 3
d : 212.0000, 3 -> 2
a : 559.0000, 4 -> 6
b : -497.0000, 4 -> 7
c : 269.0000, 4 -> 5
d : 255.0000, 4 -> 2
a : 721.0000, 5 -> 7
b : 304.0000, 5 -> 7
c : -492.0000, 5 -> 6
d : 732.0000, 5 -> 6
a : 664.0000, 6 -> 2
b : 41.0000, 6 -> 2
c : -159.0000, 6 -> 3
d : 760.0000, 6 -> 4
a : -131.0000, 7 -> 2
b : -295.0000, 7 -> 2
c : -2.0000, 7 -> 0
d : 623.0000, 7 -> 6
d : 218.0000, 0 -> 7
a : 238.0000, 0 -> 3
b : 517.0000, 1 -> 2
d : 818.0000, 1 -> 1
b : -949.0000, 2 -> 2
c : 750.0000, 2 -> 4
c : 894.0000, 3 -> 0
a : 729.0000, 3 -> 0
b : -212.0000, 4 -> 7
b : -919.0000, 4 -> 5
c : 848.0000, 5 -> 1
b : 625.0000, 5 -> 5
b : -268.0000, 6 -> 0
d : -702.0000, 6 -> 0
d : -515.0000, 7 -> 1
a : -806.0000, 7 -> 2
