a : -301.0000, 0 -> 7
b : -51.0000, 0 -> 4
a : -376.0000, 1 -> 2
b : -920.0000, 1 -> 1
a : 271.0000, 2 -> 7
b : -209.0000, 2 -> 1
a : -96.0000, 3 -> 1
b : -157.0000, 3 -> 0
a : -313.0000, 4 -> 3
b : -870.0000, 4 -> 7
a : 829.0000, 5 -> 1
b : -239.0000, 5 -> 5
a : 626.0000, 6 -> 0
b : 515.0000, 6 -> 5
a : 45.0000, 7 -> 6
b : -831.0000, 7 -> 1
b : -720.0000, 0 -> 1
b : -875.0000, 1 -> 2
a : 856.0000, 2 -> 2
a : -15.0000, 3 -> 4
b : 924.0000, 4 -> 4
b : 193.0000, 5 -> 0
b : 283.0000, 6 -> 6
b : -981.0000, 7 -> 5
