a : -362.0000, 0 -> 3
b : 446.0000, 0 -> 3
c : -592.0000, 0 -> 2
d : 223.0000, 0 -> 3
a : 286.0000, 1 -> 3
b : -776.0000, 1 -> 0
c : 312.0000, 1 -> 2
d : 852.0000, 1 -> 0
a : -846.0000, 2 -> 3
b : 203.0000, 2 -> 3
c : -767.0000, 2 -> 0
d : -831.0000, 2 -> 3
a : -740.0000, 3 -> 2
b : -999.0000, 3 -> 1
c : 410.0000, 3 -> 1
d : 744.0000, 3 -> 1
d : 860.0000, 0 -> 0
a : -731.0000, 0 -> 0
b : -932.0000, 1 -> 3
b : 361.0000, 1 -> 0
a : 322.0000, 2 -> 0
b : -509.0000, 2 -> 1
c : -326.0000, 3 -> 2
c : -544.0000, 3 -> 2
