a : -960.0000, 0 -> 3
b : 193.0000, 0 -> 1
a : 260.0000, 1 -> 5
b : 263.0000, 1 -> 3
a : 688.0000, 2 -> 0
b : 236.0000, 2 -> 2
a : -220.0000, 3 -> 7
b : 54.0000, 3 -> 2
a : 516.0000, 4 -> 6
b : 150.0000, 4 -> 2
a : -631.0000, 5 -> 2
b : -468.0000, 5 -> 2
a : -970.0000, 6 -> 1
b : 886.0000, 6 -> 7
a : -228.0000, 7 -> 6
b : 725.0000, 7 -> 0
a : 270.0000, 0 -> 3
a : -667.0000, 1 -> 3
a : 326.0000, 2 -> 0
b : 996.0000, 3 -> 6
b : 841.0000, 4 -> 3
b : -439.0000, 5 -> 7
b : 371.0000, 6 -> 2
a : -792.0000, 7 -> 0
a : 169.0000, 7 -> 4
