a : -67.0000, 0 -> 0
b : 306.0000, 0 -> 1
a : -719.0000, 1 -> 5
b : -524.0000, 1 -> 2
a : -30.0000, 2 -> 4
b : -813.0000, 2 -> 3
a : -410.0000, 3 -> 5
b : -767.0000, 3 -> 1
a : -596.0000, 4 -> 0
b : -842.0000, 4 -> 6
a : -615.0000, 5 -> 1
b : 585.0000, 5 -> 1
a : 378.0000, 6 -> 3
b : -45.0000, 6 -> 6
a : -17.0000, 7 -> 5
b : -610.0000, 7 -> 6
a : 764.0000, 0 -> 6
b : 549.0000, 1 -> 1
b : -866.0000, 2 -> 6
a : 60.0000, 3 -> 2
a : -470.0000, 4 -> 6
b : -449.0000, 5 -> 7
a : 170.0000, 6 -> 5
b : 954.0000, 7 -> 6
