a : -417.0000, 0 -> 5
b : -342.0000, 0 -> 3
c : 999.0000, 0 -> 2
d : 247.0000, 0 -> 2
a : -352.0000, 1 -> 3
b : -722.0000, 1 -> 3
c : -98.0000, 1 -> 0
d : 402.0000, 1 -> 7
a : 319.0000, 2 -> 0
b : -243.0000, 2 -> 6
c : 888.0000, 2 -> 6
d : -831.0000, 2 -> 0
a : -13.0000, 3 -> 6
b : -90.0000, 3 -> 4
c : 505.0000, 3 -> 1
d : 466.0000, 3 -> 5
a : 750.0000, 4 -> 1
b : -733.0000, 4 -> 0
c : 34.0000, 4 -> 5
d : -808.0000, 4 -> 0
a : -871.0000, 5 -> 4
b : 87.0000, 5 -> 5
c : -507.0000, 5 -> 5
d : 349.0000, 5 -> 3
a : -383.0000, 6 -> 5
b : 707.0000, 6 -> 0
c : -706.0000, 6 -> 0
d : 683.0000, 6 -> 1
a : -68.0000, 7 -> 7
b : 761.0000, 7 -> 3
c : -238.0000, 7 -> 7
d : 862.0000, 7 -> 2
b : -679.0000, 0 -> 4
a : -673.0000, 0 -> 1
c : 332.0000, 1 -> 0
c : 189.0000, 1 -> 5
a : 56.0000, 2 -> 6
d : -502.0000, 2 -> 3
b : -698.0000, 3 -> 5
d : -637.0000, 3 -> 0
b : -336.0000, 4 -> 2
c : -77.0000, 4 -> 2
c : 375.0000, 5 -> 5
b : 279.0000, 5 -> 5
b : 553.0000, 6 -> 7
a : 385.0000, 6 -> 3
c : 423.0000, 7 -> 4
a : 521.0000, 7 -> 6
