a : 101.0000, 0 -> 5
b : 353.0000, 0 -> 3
c : -8.0000, 0 -> 4
d : 565.0000, 0 -> 3
a : 21.0000, 1 -> 5
b : 826.0000, 1 -> 1
c : 386.0000, 1 -> 3
d : -645.0000, 1 -> 4
a : -450.0000, 2 -> 0
b : 253.0000, 2 -> 1
c : -399.0000, 2 -> 7
d : 774.0000, 2 -> 0
a : 643.0000, 3 -> 7
b : -83.0000, 3 -> 3
c : -74.0000, 3 -> 3
d : -976.0000, 3 -> 0
a : -178.0000, 4 -> 4
b : 332.0000, 4 -> 5
c : -619.0000, 4 -> 2
d : 167.0000, 4 -> 5
a : 638.0000, 5 -> 6
b : 204.0000, 5 -> 7
c : 315.0000, 5 -> 0
d : -524.0000, 5 -> 1
a : 523.0000, 6 -> 2
b : 231.0000, 6 -> 2
c : -924.0000, 6 -> 0
d : -856.0000, 6 -> 4
a : -255.0000, 7 -> 1
b : -994.0000, 7 -> 4
c : 731.0000, 7 -> 5
d : -864.0000, 7 -> 6
a : 747.0000, 0 -> 4
d : 825.0000, 0 -> 6
c : 97.0000, 1 -> 3
c : -885.0000, 1 -> 2
c : -858.0000, 2 -> 0
d : -457.0000, 2 -> 4
a : -588.0000, 3 -> 1
a : -926.0000, 3 -> 4
a : -823.0000, 4 -> 3
a : 567.0000, 4 -> 5
b : -268.0000, 5 -> 6
c : 252.0000, 5 -> 4
c : -926.0000, 6 -> 4
b : -226.0000, 6 -> 0
b : -252.0000, 7 -> 4
c : 820.0000, 7 -> 5
