a : 674.0000, 0 -> 1
b : 371.0000, 0 -> 1
c : -412.0000, 0 -> 1
d : 70.0000, 0 -> 1
a : 268.0000, 1 -> 0
b : 908.0000, 1 -> 0
c : 808.0000, 1 -> 1
d : -865.0000, 1 -> 3
a : 47.0000, 2 -> 0
b : -821.0000, 2 -> 2
c : 97.0000, 2 -> 3
d : -180.0000, 2 -> 3
a : 953.0000, 3 -> 2
b : 898.0000, 3 -> 0
c : 235.0000, 3 -> 2
d : -765.0000, 3 -> 3
b : -781.0000, 0 -> 2
d : 140.0000, 0 -> 2
d : 597.0000, 1 -> 3
c : -321.0000, 1 -> 2
b : -974.0000, 2 -> 0
b : 160.0000, 2 -> 0
c : -644.0000, 3 -> 3
d : -891.0000, 3 -> 3
