a : -199.0000, 0 -> 7
b : 37.0000, 0 -> 6
c : 262.0000, 0 -> 6
d : -150.0000, 0 -> 3
a : 371.0000, 1 -> 4
b : -782.0000, 1 -> 1
c : 743.0000, 1 -> 5
d : 375.0000, 1 -> 2
a : -187.0000, 2 -> 4
b : -102.0000, 2 -> 2
c : -786.0000, 2 -> 4
d : -260.0000, 2 -> 3
a : 30.0000, 3 -> 7
b : 875.0000, 3 -> 2
c : -162.0000, 3 -> 0
d : 895.0000, 3 -> 0
a : -691.0000, 4 -> 6
b : 772.0000, 4 -> 3
c : -791.0000, 4 -> 2
d : -566.0000, 4 -> 6
a : -505.0000, 5 -> 1
b : -835.0000, 5 -> 3
c : -323.0000, 5 -> 0
d : -487.0000, 5 -> 7
a : -166.0000, 6 -> 0
b : 332.0000, 6 -> 2
c : 247.0000, 6 -> 2
d : -596.0000, 6 -> 7
a : -678.0000, 7 -> 0
b : 231.0000, 7 -> 7
c : 691.0000, 7 -> 7
d : -330.0000, 7 -> 5
b : -281.0000, 0 -> 4
c : -916.0000, 0 -> 0
c : -753.0000, 1 -> 6
d : 911.0000, 1 -> 3
d : 150.0000, 2 -> 6
a : 983.0000, 2 -> 4
a : 245.0000, 3 -> 4
b : -953.0000, 3 -> 0
c : 174.0000, 4 -> 5
b : -630.0000, 4 -> 3
a : 307.0000, 5 -> 5
c : -438.0000, 5 -> 0
a : 849.0000, 6 -> 7
a : -365.0000, 6 -> 5
b : -18.0000, 7 -> 3
c : 409.0000, 7 -> 1
