a : -177.0000, 0 -> 1
b : 138.0000, 0 -> 2
c : -936.0000, 0 -> 1
d : 617.0000, 0 -> 1
a : -446.0000, 1 -> 2
b : 117.0000, 1 -> 3
c : 691.0000, 1 -> 1
d : -992.0000, 1 -> 1
a : -731.0000, 2 -> 3
b : -136.0000, 2 -> 2
c : 382.0000, 2 -> 0
d : -351.0000, 2 -> 0
a : 236.0000, 3 -> 3
b : 550.0000, 3 -> 2
c : 96.0000, 3 -> 2
d : -38.0000, 3 -> 1
c : -130.0000, 0 -> 2
d : 95.0000, 0 -> 3
b : 57.0000, 1 -> 1
b : 433.0000, 1 -> 2
a : -703.0000, 2 -> 2
b : -854.0000, 2 -> 3
c : -251.0000, 3 -> 3
c : 347.0000, 3 -> 0
