a : 337.0000, 0 -> 1
b : 851.0000, 0 -> 6
a : -376.0000, 1 -> 2
b : -555.0000, 1 -> 7
a : -36.0000, 2 -> 0
b : 195.0000, 2 -> 6
a : -497.0000, 3 -> 6
b : 556.0000, 3 -> 7
a : 87.0000, 4 -> 6
b : -965.0000, 4 -> 4
a : -189.0000, 5 -> 6
b : 117.0000, 5 -> 0
a : -390.0000, 6 -> 4
b : -914.0000, 6 -> 2
a : 569.0000, 7 -> 5
b : -576.0000, 7 -> 3
b : -624.0000, 0 -> 2
a : -761.0000, 1 -> 7
b : -569.0000, 2 -> 6
b : 819.0000, 3 -> 4
b : -395.0000, 4 -> 7
a : 511.0000, 5 -> 3
b : 897.0000, 6 -> 2
b : -170.0000, 7 -> 2
