a : 971.0000, 0 -> 7
b : -880.0000, 0 -> 7
a : 110.0000, 1 -> 1
b : -663.0000, 1 -> 3
a : 464.0000, 2 -> 2
b : 60.0000, 2 -> 2
a : -210.0000, 3 -> 1
b : 30.0000, 3 -> 1
a : -639.0000, 4 -> 5
b : 93.0000, 4 -> 2
a : 91.0000, 5 -> 5
b : 962.0000, 5 -> 5
a : 654.0000, 6 -> 5
b : 609.0000, 6 -> 0
a : -891.0000, 7 -> 4
b : -202.0000, 7 -> 6
a : -11.0000, 0 -> 1
a : -645.0000, 1 -> 3
b : -942.0000, 2 -> 5
b : 860.0000, 3 -> 5
b : 587.0000, 4 -> 0
a : 843.0000, 5 -> 7
b : -675.0000, 6 -> 3
b : -862.0000, 7 -> 2
