a : -365.0000, 0 -> 3
b : 226.0000, 0 -> 0
c : -731.0000, 0 -> 1
d : 83.0000, 0 -> 4
a : 636.0000, 1 -> 5
b : -528.0000, 1 -> 4
c : -55.0000, 1 -> 4
d : 712.0000, 1 -> 3
a : -318.0000, 2 -> 4
b : -797.0000, 2 -> 2
c : -930.0000, 2 -> 6
d : 586.0000, 2 -> 7
a : 37.0000, 3 -> 2
b : -468.0000, 3 -> 2
c : -486.0000, 3 -> 0
d : -763.0000, 3 -> 7
a : -426.0000, 4 -> 0
b : -443.0000, 4 -> 6
c : 458.0000, 4 -> 7
d : 682.0000, 4 -> 4
a : 817.0000, 5 -> 7
b : 823.0000, 5 -> 2
c : -359.0000, 5 -> 6
d : -363.0000, 5 -> 4
a : -921.0000, 6 -> 3
b : 470.0000, 6 -> 3
c : 321.0000, 6 -> 5
d : 964.0000, 6 -> 2
a : 785.0000, 7 -> 1
b : 762.0000, 7 -> 5
c : 63.0000, 7 -> 0
d : -151.0000, 7 -> 4
a : 27.0000, 0 -> 1
b : 805.0000, 0 -> 1
a : -316.0000, 1 -> 2
a : -608.0000, 1 -> 7
d : -511.0000, 2 -> 7
c : -186.0000, 2 -> 2
b : -885.0000, 3 -> 0
a : 136.0000, 3 -> 0
b : -248.0000, 4 -> 7
d : -307.0000, 4 -> 6
d : 834.0000, 5 -> 6
a : -195.0000, 5 -> 1
d : -603.0000, 6 -> 3
a : 859.0000, 6 -> 6
b : -261.0000, 7 -> 7
a : 10.0000, 7 -> 6
