a : -910.0000, 0 -> 7
b : -739.0000, 0 -> 0
a : 376.0000, 1 -> 4
b : -30.0000, 1 -> 5
a : 524.0000, 2 -> 4
b : -301.0000, 2 -> 2
a : -180.0000, 3 -> 7
b : 194.0000, 3 -> 5
a : 525.0000, 4 -> 2
b : 321.0000, 4 -> 6
a : -474.0000, 5 -> 7
b : -6.0000, 5 -> 3
a : -131.0000, 6 -> 6
b : -390.0000, 6 -> 2
a : -985.0000, 7 -> 2
b : 524.0000, 7 -> 3
b : 938.0000, 0 -> 7
a : 639.0000, 1 -> 7
a : 491.0000, 2 -> 2
a : 824.0000, 3 -> 7
a : -734.0000, 4 -> 0
a : 439.0000, 5 -> 6
a : 762.0000, 6 -> 2
a : 279.0000, 7 -> 2
b : 906.0000, 3 -> 1
