a : -789.0000, 0 -> 2
b : 298.0000, 0 -> 0
c : 679.0000, 0 -> 0
d : 89.0000, 0 -> 1
a : -250.0000, 1 -> 1
b : -782.0000, 1 -> 2
c : -671.0000, 1 -> 3
d : 26.0000, 1 -> 2
a : 984.0000, 2 -> 0
b : 267.0000, 2 -> 2
c : -646.0000, 2 -> 1
d : -721.0000, 2 -> 0
a : 418.0000, 3 -> 0
b : -143.0000, 3 -> 3
c : 795.0000, 3 -> 2
d : 150.0000, 3 -> 3
b : -548.0000, 0 -> 2
d : -591.0000, 0 -> 2
d : -376.0000, 1 -> 2
a : 671.0000, 1 -> 3
b : 296.0000, 2 -> 3
b : -875.0000, 2 -> 2
b : -178.0000, 3 -> 2
c : 606.0000, 3 -> 0
