a : 136.0000, 0 -> 3
b : 839.0000, 0 -> 0
c : 413.0000, 0 -> 2
d : 261.0000, 0 -> 2
a : -885.0000, 1 -> 0
b : -902.0000, 1 -> 1
c : -184.0000, 1 -> 3
d : -554.0000, 1 -> 3
a : 850.0000, 2 -> 0
b : -420.0000, 2 -> 2
c : -900.0000, 2 -> 3
d : -559.0000, 2 -> 1
a : 996.0000, 3 -> 1
b : 464.0000, 3 -> 2
c : 168.0000, 3 -> 2
d : -9.0000, 3 -> 1
a : 741.0000, 0 -> 3
b : -290.0000, 0 -> 0
d : 156.0000, 1 -> 0
a : 563.0000, 1 -> 2
c : 48.0000, 2 -> 0
c : -484.0000, 2 -> 0
b : -122.0000, 3 -> 0
a : -267.0000, 3 -> 0
