a : -74.0000, 0 -> 0
b : 720.0000, 0 -> 3
a : 112.0000, 1 -> 3
b : 268.0000, 1 -> 0
a : -294.0000, 2 -> 6
b : -787.0000, 2 -> 6
a : 344.0000, 3 -> 6
b : 391.0000, 3 -> 0
a : 215.0000, 4 -> 7
b : -886.0000, 4 -> 0
a : 969.0000, 5 -> 1
b : -844.0000, 5 -> 3
a : 386.0000, 6 -> 4
b : 89.0000, 6 -> 0
a : -980.0000, 7 -> 6
b : 913.0000, 7 -> 0
b : 50.0000, 0 -> 6
a : 269.0000, 1 -> 7
a : -151.0000, 2 -> 0
a : 960.0000, 3 -> 5
a : -298.0000, 4 -> 2
b : -469.0000, 5 -> 5
b : 280.0000, 6 -> 5
b : 375.0000, 7 -> 5
