a : -535.0000, 0 -> 0
b : 548.0000, 0 -> 1
a : -611.0000, 1 -> 6
b : 690.0000, 1 -> 3
a : -861.0000, 2 -> 1
b : 560.0000, 2 -> 2
a : 477.0000, 3 -> 1
b : 431.0000, 3 -> 7
a : 167.0000, 4 -> 0
b : -134.0000, 4 -> 2
a : 815.0000, 5 -> 6
b : -94.0000, 5 -> 4
a : -519.0000, 6 -> 7
b : 777.0000, 6 -> 3
a : 214.0000, 7 -> 1
b : 80.0000, 7 -> 7
b : -778.0000, 0 -> 2
a : -245.0000, 1 -> 6
b : -393.0000, 2 -> 7
b : 746.0000, 3 -> 7
a : 204.0000, 4 -> 5
b : -639.0000, 5 -> 5
b : -149.0000, 6 -> 5
b : 208.0000, 7 -> 4
