a : -623.0000, 0 -> 4
b : -520.0000, 0 -> 6
c : 243.0000, 0 -> 4
d : -934.0000, 0 -> 6
a : -302.0000, 1 -> 7
b : -648.0000, 1 -> 0
c : -305.0000, 1 -> 4
d : 257.0000, 1 -> 0
a : 798.0000, 2 -> 7
b : -905.0000, 2 -> 5
c : 321.0000, 2 -> 2
d : -440.0000, 2 -> 1
a : -697.0000, 3 -> 2
b : -208.0000, 3 -> 4
c : 589.0000, 3 -> 4
d : -416.0000, 3 -> 2
a : 267.0000, 4 -> 7
b : -516.0000, 4 -> 0
c : -958.0000, 4 -> 5
d : 67.0000, 4 -> 0
a : 747.0000, 5 -> 1
b : 808.0000, 5 -> 1
c : 857.0000, 5 -> 4
d : 748.0000, 5 -> 2
a : 517.0000, 6 -> 5
b : -960.0000, 6 -> 5
c : 676.0000, 6 -> 4
d : 821.0000, 6 -> 3
a : -304.0000, 7 -> 3
b : 89.0000, 7 -> 0
c : -419.0000, 7 -> 3
d : 974.0000, 7 -> 4
d : -150.0000, 0 -> 6
b : -822.0000, 0 -> 3
d : 235.0000, 1 -> 2
a : 109.0000, 1 -> 3
b : -303.0000, 2 -> 6
c : -123.0000, 2 -> 0
d : -71.0000, 3 -> 2
d : 48.0000, 3 -> 7
c : -207.0000, 4 -> 3
c : -650.0000, 4 -> 4
a : 959.0000, 5 -> 1
c : -295.0000, 5 -> 6
c : 808.0000, 6 -> 2
c : -811.0000, 6 -> 5
d : -681.0000, 7 -> 7
a : 17.0000, 7 -> 0
