a : 448.0000, 0 -> 3
b : -694.0000, 0 -> 3
c : -752.0000, 0 -> 3
d : -516.0000, 0 -> 3
a : -924.0000, 1 -> 0
b : -64.0000, 1 -> 0
c : -453.0000, 1 -> 0
d : -762.0000, 1 -> 3
a : -745.0000, 2 -> 0
b : 250.0000, 2 -> 1
c : 810.0000, 2 -> 0
d : -810.0000, 2 -> 2
a : 990.0000, 3 -> 2
b : -163.0000, 3 -> 1
c : -340.0000, 3 -> 0
d : 765.0000, 3 -> 1
d : -102.0000, 0 -> 3
d : -758.0000, 0 -> 3
a : 503.0000, 1 -> 3
d : 145.0000, 1 -> 3
d : 268.0000, 2 -> 0
c : 200.0000, 2 -> 2
a : 845.0000, 3 -> 2
c : 725.0000, 3 -> 3
