a : 214.0000, 0 -> 2
b : 146.0000, 0 -> 1
c : -410.0000, 0 -> 0
d : 347.0000, 0 -> 2
a : -867.0000, 1 -> 3
b : -10.0000, 1 -> 3
c : 654.0000, 1 -> 0
d : -398.0000, 1 -> 0
a : 785.0000, 2 -> 1
b : -707.0000, 2 -> 1
c : 52.0000, 2 -> 2
d : 756.0000, 2 -> 3
a : 495.0000, 3 -> 0
b : -510.0000, 3 -> 3
c : 432.0000, 3 -> 0
d : 763.0000, 3 -> 0
d : -443.0000, 0 -> 2
c : 313.0000, 0 -> 2
a : -936.0000, 1 -> 1
c : 595.0000, 1 -> 0
c : -511.0000, 2 -> 3
a : 794.0000, 2 -> 2
c : -430.0000, 3 -> 0
c : 474.0000, 3 -> 0
