a : 158.0000, 0 -> 1
b : -147.0000, 0 -> 4
c : 788.0000, 0 -> 7
d : 831.0000, 0 -> 5
a : -127.0000, 1 -> 3
b : -348.0000, 1 -> 0
c : 758.0000, 1 -> 4
d : 435.0000, 1 -> 0
a : -257.0000, 2 -> 1
b : -694.0000, 2 -> 7
c : 615.0000, 2 -> 7
d : 361.0000, 2 -> 3
a : 495.0000, 3 -> 5
b : 185.0000, 3 -> 3
c : 480.0000, 3 -> 0
d : -126.0000, 3 -> 0
a : -385.0000, 4 -> 7
b : 302.0000, 4 -> 1
c : -987.0000, 4 -> 1
d : 963.0000, 4 -> 0
a : -105.0000, 5 -> 5
b : -623.0000, 5 -> 7
c : 984.0000, 5 -> 4
d : -419.0000, 5 -> 0
a : -17.0000, 6 -> 1
b : 366.0000, 6 -> 1
c : 102.0000, 6 -> 5
d : -576.0000, 6 -> 5
a : -50.0000, 7 -> 2
b : 902.0000, 7 -> 5
c : -864.0000, 7 -> 4
d : 374.0000, 7 -> 5
a : -923.0000, 0 -> 0
d : -756.0000, 0 -> 3
a : -451.0000, 1 -> 1
a : 693.0000, 1 -> 0
c : 393.0000, 2 -> 4
b : 187.0000, 2 -> 6
b : 919.0000, 3 -> 3
c : 856.0000, 3 -> 3
c : -427.0000, 4 -> 4
c : -489.0000, 4 -> 6
b : -233.0000, 5 -> 5
b : -870.0000, 5 -> 6
b : -668.0000, 6 -> 5
a : -157.0000, 6 -> 2
d : -237.0000, 7 -> 3
c : 914.0000, 7 -> 3
