a : -427.0000, 0 -> 3
b : 439.0000, 0 -> 3
c : -326.0000, 0 -> 7
d : -203.0000, 0 -> 2
a : 762.0000, 1 -> 4
b : -843.0000, 1 -> 5
c : 244.0000, 1 -> 7
d : 223.0000, 1 -> 2
a : -546.0000, 2 -> 5
b : -697.0000, 2 -> 6
c : -998.0000, 2 -> 0
d : 550.0000, 2 -> 3
a : 166.0000, 3 -> 0
b : -843.0000, 3 -> 1
c : 100.0000, 3 -> 7
d : -281.0000, 3 -> 5
a : 819.0000, 4 -> 0
b : 652.0000, 4 -> 2
c : -652.0000, 4 -> 1
d : 494.0000, 4 -> 7
a : 382.0000, 5 -> 0
b : -89.0000, 5 -> 2
c : 402.0000, 5 -> 6
d : 367.0000, 5 -> 3
a : 132.0000, 6 -> 4
b : -711.0000, 6 -> 5
c : -526.0000, 6 -> 0
d : 495.0000, 6 -> 5
a : 204.0000, 7 -> 5
b : -589.0000, 7 -> 1
c : -225.0000, 7 -> 4
d : 170.0000, 7 -> 4
a : 909.0000, 0 -> 4
c : -692.0000, 0 -> 3
b : -912.0000, 1 -> 4
b : -469.0000, 1 -> 7
d : -537.0000, 2 -> 5
c : -268.0000, 2 -> 6
a : 131.0000, 3 -> 6
c : 318.0000, 3 -> 4
d : 492.0000, 4 -> 7
d : -83.0000, 4 -> 2
b : -712.0000, 5 -> 4
d : 446.0000, 5 -> 1
c : 217.0000, 6 -> 7
d : 815.0000, 6 -> 0
d : -547.0000, 7 -> 4
b : -169.0000, 7 -> 7
