a : 607.0000, 0 -> 3
b : -113.0000, 0 -> 3
c : 939.0000, 0 -> 0
d : -188.0000, 0 -> 0
a : 733.0000, 1 -> 3
b : -5.0000, 1 -> 0
c : 828.0000, 1 -> 3
d : -82.0000, 1 -> 0
a : 913.0000, 2 -> 0
b : 721.0000, 2 -> 2
c : 662.0000, 2 -> 0
d : 817.0000, 2 -> 1
a : 413.0000, 3 -> 3
b : 187.0000, 3 -> 2
c : -246.0000, 3 -> 2
d : 831.0000, 3 -> 2
b : -856.0000, 0 -> 0
a : -636.0000, 0 -> 0
b : 6.0000, 1 -> 3
b : -208.0000, 1 -> 2
a : -647.0000, 2 -> 1
c : 905.0000, 2 -> 3
c : 763.0000, 3 -> 3
b : -138.0000, 3 -> 2
