a : -186.0000, 0 -> 6
b : 908.0000, 0 -> 2
c : 779.0000, 0 -> 0
d : -646.0000, 0 -> 6
a : 725.0000, 1 -> 5
b : 50.0000, 1 -> 2
c : -146.0000, 1 -> 5
d : 749.0000, 1 -> 5
a : 932.0000, 2 -> 7
b : 878.0000, 2 -> 5
c : 189.0000, 2 -> 6
d : -750.0000, 2 -> 1
a : -658.0000, 3 -> 1
b : -350.0000, 3 -> 4
c : -495.0000, 3 -> 5
d : 976.0000, 3 -> 4
a : 726.0000, 4 -> 6
b : -378.0000, 4 -> 4
c : 373.0000, 4 -> 3
d : 395.0000, 4 -> 4
a : 296.0000, 5 -> 2
b : 406.0000, 5 -> 4
c : -593.0000, 5 -> 4
d : -305.0000, 5 -> 2
a : -283.0000, 6 -> 7
b : 533.0000, 6 -> 7
c : 524.0000, 6 -> 4
d : 492.0000, 6 -> 7
a : -363.0000, 7 -> 0
b : -824.0000, 7 -> 1
c : 829.0000, 7 -> 2
d : -308.0000, 7 -> 1
a : -969.0000, 0 -> 4
d : 988.0000, 0 -> 0
a : -843.0000, 1 -> 6
a : -259.0000, 1 -> 4
c : 697.0000, 2 -> 0
a : 902.0000, 2 -> 0
b : -243.0000, 3 -> 6
b : -158.0000, 3 -> 6
d : 929.0000, 4 -> 7
d : -320.0000, 4 -> 7
d : -59.0000, 5 -> 6
c : -226.0000, 5 -> 4
b : 507.0000, 6 -> 2
c : -484.0000, 6 -> 0
c : 6.0000, 7 -> 3
b : -784.0000, 7 -> 0
